time,podName,estimate,latitude,longitude,elevation
2/28/2022 0:00,YPODB9,1.22217925,40.584515,-104.830741,5175
2/28/2022 1:00,YPODB9,1.283269246,40.584515,-104.830741,5175
2/28/2022 2:00,YPODB9,1.404902246,40.584515,-104.830741,5175
2/28/2022 3:00,YPODB9,1.598265466,40.584515,-104.830741,5175
2/28/2022 4:00,YPODB9,1.44136584,40.584515,-104.830741,5175
2/28/2022 5:00,YPODB9,1.60647925,40.584515,-104.830741,5175
2/28/2022 6:00,YPODB9,1.661148804,40.584515,-104.830741,5175
2/28/2022 7:00,YPODB9,2.806783145,40.584515,-104.830741,5175
2/28/2022 8:00,YPODB9,3.01292271,40.584515,-104.830741,5175
2/28/2022 9:00,YPODB9,2.184188114,40.584515,-104.830741,5175
2/28/2022 10:00,YPODB9,2.649237899,40.584515,-104.830741,5175
2/28/2022 11:00,YPODB9,2.592100909,40.584515,-104.830741,5175
2/28/2022 12:00,YPODB9,2.450289551,40.584515,-104.830741,5175
2/28/2022 13:00,YPODB9,2.136529817,40.584515,-104.830741,5175
2/28/2022 14:00,YPODB9,2.231210804,40.584515,-104.830741,5175
2/28/2022 15:00,YPODB9,2.216883747,40.584515,-104.830741,5175
2/28/2022 16:00,YPODB9,2.199594558,40.584515,-104.830741,5175
2/28/2022 17:00,YPODB9,2.704624577,40.584515,-104.830741,5175
2/28/2022 18:00,YPODB9,3.379027233,40.584515,-104.830741,5175
2/28/2022 19:00,YPODB9,3.695958685,40.584515,-104.830741,5175
2/28/2022 20:00,YPODB9,2.150376732,40.584515,-104.830741,5175
2/28/2022 21:00,YPODB9,2.151477153,40.584515,-104.830741,5175
2/28/2022 22:00,YPODB9,2.277065723,40.584515,-104.830741,5175
2/28/2022 23:00,YPODB9,2.00875157,40.584515,-104.830741,5175
3/1/2022 0:00,YPODB9,2.175079632,40.584515,-104.830741,5175
3/1/2022 1:00,YPODB9,2.212148516,40.584515,-104.830741,5175
3/1/2022 2:00,YPODB9,2.242207787,40.584515,-104.830741,5175
3/1/2022 3:00,YPODB9,2.44947436,40.584515,-104.830741,5175
3/1/2022 4:00,YPODB9,2.657193053,40.584515,-104.830741,5175
3/1/2022 5:00,YPODB9,2.704586598,40.584515,-104.830741,5175
3/1/2022 6:00,YPODB9,2.961707235,40.584515,-104.830741,5175
3/1/2022 7:00,YPODB9,3.375000394,40.584515,-104.830741,5175
3/1/2022 8:00,YPODB9,3.113749356,40.584515,-104.830741,5175
3/1/2022 9:00,YPODB9,2.811672529,40.584515,-104.830741,5175
3/1/2022 10:00,YPODB9,2.562288349,40.584515,-104.830741,5175
3/1/2022 11:00,YPODB9,2.668756182,40.584515,-104.830741,5175
3/1/2022 12:00,YPODB9,2.615265646,40.584515,-104.830741,5175
3/1/2022 13:00,YPODB9,2.651507097,40.584515,-104.830741,5175
3/1/2022 14:00,YPODB9,2.713976956,40.584515,-104.830741,5175
3/1/2022 15:00,YPODB9,2.667088215,40.584515,-104.830741,5175
3/1/2022 16:00,YPODB9,2.527324729,40.584515,-104.830741,5175
3/1/2022 17:00,YPODB9,2.705449959,40.584515,-104.830741,5175
3/1/2022 18:00,YPODB9,2.95679107,40.584515,-104.830741,5175
3/1/2022 19:00,YPODB9,2.777803123,40.584515,-104.830741,5175
3/1/2022 20:00,YPODB9,2.829424771,40.584515,-104.830741,5175
3/1/2022 21:00,YPODB9,2.756702512,40.584515,-104.830741,5175
3/1/2022 22:00,YPODB9,2.991794427,40.584515,-104.830741,5175
3/1/2022 23:00,YPODB9,3.17710407,40.584515,-104.830741,5175
3/2/2022 0:00,YPODB9,3.545519652,40.584515,-104.830741,5175
3/2/2022 1:00,YPODB9,3.164595481,40.584515,-104.830741,5175
3/2/2022 2:00,YPODB9,2.908002149,40.584515,-104.830741,5175
3/2/2022 3:00,YPODB9,3.17540242,40.584515,-104.830741,5175
3/2/2022 4:00,YPODB9,2.833522087,40.584515,-104.830741,5175
3/2/2022 5:00,YPODB9,2.568520437,40.584515,-104.830741,5175
3/2/2022 6:00,YPODB9,3.772574529,40.584515,-104.830741,5175
3/2/2022 7:00,YPODB9,4.007572865,40.584515,-104.830741,5175
3/2/2022 8:00,YPODB9,3.660042666,40.584515,-104.830741,5175
3/2/2022 9:00,YPODB9,3.160335761,40.584515,-104.830741,5175
3/2/2022 10:00,YPODB9,3.25886324,40.584515,-104.830741,5175
3/2/2022 11:00,YPODB9,2.935353837,40.584515,-104.830741,5175
3/2/2022 12:00,YPODB9,2.332613544,40.584515,-104.830741,5175
3/2/2022 13:00,YPODB9,2.614041801,40.584515,-104.830741,5175
3/2/2022 14:00,YPODB9,2.916050346,40.584515,-104.830741,5175
3/2/2022 15:00,YPODB9,2.974819664,40.584515,-104.830741,5175
3/2/2022 16:00,YPODB9,3.410921678,40.584515,-104.830741,5175
3/2/2022 17:00,YPODB9,3.056410829,40.584515,-104.830741,5175
3/2/2022 18:00,YPODB9,2.934783853,40.584515,-104.830741,5175
3/2/2022 19:00,YPODB9,4.893918849,40.584515,-104.830741,5175
3/2/2022 20:00,YPODB9,3.787295318,40.584515,-104.830741,5175
3/2/2022 21:00,YPODB9,3.030879076,40.584515,-104.830741,5175
3/2/2022 22:00,YPODB9,2.945823416,40.584515,-104.830741,5175
3/2/2022 23:00,YPODB9,2.505729003,40.584515,-104.830741,5175
3/3/2022 0:00,YPODB9,2.282229756,40.584515,-104.830741,5175
3/3/2022 1:00,YPODB9,2.475754117,40.584515,-104.830741,5175
3/3/2022 2:00,YPODB9,2.45335966,40.584515,-104.830741,5175
3/3/2022 3:00,YPODB9,2.741133368,40.584515,-104.830741,5175
3/3/2022 4:00,YPODB9,2.621096168,40.584515,-104.830741,5175
3/3/2022 5:00,YPODB9,2.832159408,40.584515,-104.830741,5175
3/3/2022 6:00,YPODB9,2.934129711,40.584515,-104.830741,5175
3/3/2022 7:00,YPODB9,3.066873879,40.584515,-104.830741,5175
3/3/2022 8:00,YPODB9,3.694604261,40.584515,-104.830741,5175
3/3/2022 9:00,YPODB9,3.054256158,40.584515,-104.830741,5175
3/3/2022 10:00,YPODB9,2.682129363,40.584515,-104.830741,5175
3/3/2022 11:00,YPODB9,2.813540588,40.584515,-104.830741,5175
3/3/2022 12:00,YPODB9,3.067406289,40.584515,-104.830741,5175
3/3/2022 13:00,YPODB9,2.528212318,40.584515,-104.830741,5175
3/3/2022 14:00,YPODB9,2.572954152,40.584515,-104.830741,5175
3/3/2022 15:00,YPODB9,2.788491615,40.584515,-104.830741,5175
3/3/2022 16:00,YPODB9,3.413077513,40.584515,-104.830741,5175
3/3/2022 17:00,YPODB9,3.912371052,40.584515,-104.830741,5175
3/3/2022 18:00,YPODB9,4.753497141,40.584515,-104.830741,5175
3/3/2022 19:00,YPODB9,4.306443173,40.584515,-104.830741,5175
3/3/2022 20:00,YPODB9,4.385398991,40.584515,-104.830741,5175
3/3/2022 21:00,YPODB9,4.898414208,40.584515,-104.830741,5175
3/3/2022 22:00,YPODB9,4.878783133,40.584515,-104.830741,5175
3/3/2022 23:00,YPODB9,4.898796014,40.584515,-104.830741,5175
3/4/2022 0:00,YPODB9,3.564835623,40.584515,-104.830741,5175
3/4/2022 1:00,YPODB9,3.427994937,40.584515,-104.830741,5175
3/4/2022 2:00,YPODB9,3.779449871,40.584515,-104.830741,5175
3/4/2022 3:00,YPODB9,3.294834303,40.584515,-104.830741,5175
3/4/2022 4:00,YPODB9,3.383949139,40.584515,-104.830741,5175
3/4/2022 5:00,YPODB9,3.218520176,40.584515,-104.830741,5175
3/4/2022 6:00,YPODB9,3.255278381,40.584515,-104.830741,5175
3/4/2022 7:00,YPODB9,3.430820946,40.584515,-104.830741,5175
3/4/2022 8:00,YPODB9,3.177085511,40.584515,-104.830741,5175
3/4/2022 9:00,YPODB9,3.026290407,40.584515,-104.830741,5175
3/4/2022 10:00,YPODB9,3.23782466,40.584515,-104.830741,5175
3/4/2022 11:00,YPODB9,3.087264799,40.584515,-104.830741,5175
3/4/2022 12:00,YPODB9,3.36254634,40.584515,-104.830741,5175
