time,temperature,humidity,Fig2600,Fig2602,telapsed,estimate,podName,model,project,dataType,equation,location,latitude,longitude,elevation,x_Intercept_coef,Fig2600_coef,Fig2602_coef,temperature_coef,humidity_coef,telapsed_coef,SensInteract_coef
4/28/2020 21:00,283.2,571.2076092,1495,552,0.50625,2.431778997,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/28/2020 22:00,282.16,526.4095217,1588,566,0.547916667,2.527865933,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/28/2020 23:00,280.38,514.0190082,1329.5,532,0.589583333,2.438271953,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 0:00,280.85,474.458666,1676,563,0.63125,2.560349744,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 1:00,277.92,486.8810955,1427,496,0.672916667,2.339451964,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 2:00,278.03,461.4758539,1348,465,0.714583333,2.191223221,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 3:00,278.595,418.5747521,1215.5,454,0.75625,2.159840956,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 4:00,276.88,436.4811345,1243,462,0.797916667,2.243035885,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 5:00,277.36,419.8492229,1520,484,0.839583333,2.272412142,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 6:00,281.42,466.8989558,1239,514,0.88125,2.337870528,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 7:00,288.63,462.1782017,1210,520,0.922916667,2.142445227,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 8:00,292.765,447.8152793,1163,518.5,0.964583333,2.014012816,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 9:00,295.62,475.8397606,1171,588,1.00625,2.145710041,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 10:00,297.95,483.9469203,1167,580,1.047916667,2.050533113,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 11:00,299.75,487.5693444,1169,645,1.089583333,2.156895668,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 12:00,301.15,553.070674,1356,704,1.13125,2.30166505,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 13:00,302.31,524.4011722,1210,694,1.172916667,2.189301473,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 14:00,303.68,524.0133635,1230,673,1.214583333,2.111824202,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 15:00,303.98,550.8811868,1233,753,1.25625,2.248070387,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 16:00,301.54,533.644234,1205,722,1.297916667,2.259052062,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 17:00,301.4,543.5214689,1403,756,1.339583333,2.414861884,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 18:00,299.155,674.3190788,1311,656,1.38125,2.2305594,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 19:00,288.39,617.7838666,1268,654,1.422916667,2.544424668,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 20:00,283.96,581.1099489,1249,680,1.464583333,2.732131434,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 21:00,284.47,577.1312379,1250,563,1.50625,2.408528232,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 22:00,282.24,571.4306517,1224,568,1.547916667,2.490898445,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/29/2020 23:00,280.13,541.707866,1201,583,1.589583333,2.599009715,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 0:00,279.49,543.5473429,1211,541,1.63125,2.485207192,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 1:00,284.73,497.643926,1182,506,1.672916667,2.197927891,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 2:00,281.64,500.5494104,1181,493,1.714583333,2.239403383,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 3:00,280.88,502.5053064,1187,491,1.75625,2.252418869,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 4:00,280.71,519.7183741,1192,498,1.797916667,2.284760315,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 5:00,283.64,501.6417747,1200,466,1.839583333,2.050180305,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 6:00,285.87,624.2696139,1307,504,1.88125,2.129373916,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 7:00,288.53,728.4255763,1467,597,1.922916667,2.410088678,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 8:00,295.85,733.183041,1645,627,1.964583333,2.323706891,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 9:00,299.31,714.824457,1434,646,2.00625,2.223839853,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 10:00,301.24,741.1766688,1518,646,2.047916667,2.186323249,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 11:00,304.69,780.3943207,1361,637,2.089583333,2.01115828,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 12:00,306.5,765.0991078,1375,950,2.13125,2.48133577,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 13:00,308.96,675.0885479,1292,869,2.172916667,2.265648484,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 14:00,307.95,733.6859484,1328,730,2.214583333,2.11000183,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 15:00,306.11,706.1012598,1317.5,654,2.25625,1.99924388,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 16:00,305.295,651.1547495,1281.5,778,2.297916667,2.251257479,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 17:00,302.41,762.2614067,1376,646,2.339583333,2.105870998,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 18:00,299.95,948.949949,1475,697,2.38125,2.336732348,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 19:00,293.47,816.3097033,1368,662,2.422916667,2.415918993,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 20:00,297.26,652.2176177,1292,588,2.464583333,2.081954193,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 21:00,300.94,636.3993423,1272,583,2.50625,1.95102429,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 22:00,294.5,962.2707168,1564,601,2.547916667,2.239080274,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
4/30/2020 23:00,290.06,934.2179456,1564,803,2.589583333,2.902125334,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
5/1/2020 0:00,289.56,963.0565876,1778,668,2.63125,2.676115575,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
5/1/2020 1:00,286.665,907.1807296,1525.5,866,2.672916667,3.084228862,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
5/1/2020 2:00,286.54,874.9208018,1488,699,2.714583333,2.755024256,YPODB5,1,CodeEdits,Field,"intercept + p1*sensor1 (Fig2600) + p2*sensor2 (Fig2602) + p3*temp + p4*hum + p5*SensInteract + p6*telapsed, where SensInteract = Fig2600/Fig2602",Field,39.999,105.000,5228,11.40864285,0.001775662,-0.000532218,-0.030677559,-3.20E-05,-0.015994721,-0.968654935
